Class,Subclass_1,Subclass_2,Subclass_3,Subclass_4,KEGG
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09304
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09349
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09351
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09353
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09627
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09355
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09356
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09361
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09362
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09382
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09388
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09395
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19708
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09401
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09402
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09403
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09405
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09407
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09412
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09413
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09427
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09428
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09429
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09431
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09432
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09433
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09436
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09437
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09439
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09440
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09442
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C16141
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19678
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09672
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19747
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19619
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C16142
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C16143
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19676
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C19677
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C16286
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09463
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09465
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09466
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09467
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09474
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09475
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09477
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09497
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09491
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09492
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09493
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09495
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09500
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09501
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09506
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09511
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09397
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09512
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09513
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09517
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09518
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09520
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09521
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09522
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09536
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C07609
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09526
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09527
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09533
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09535
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09540
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09542
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09548
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09554
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09556
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09564
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09566
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09568
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09572
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09583
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09585
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Germacrenes,none,C09586
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17954
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17953
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17955
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C16028
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09621
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19749
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C16775
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19751
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C16814
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19748
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17088
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19735
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19737
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09631
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C18245
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09630
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C16269
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09693
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09657
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19752
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19755
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09705
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09718
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19736
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17277
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C12142
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C17065
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19711
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09737
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C09723
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C19742
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Bisabolanes,none,C01860
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C09623
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C09629
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C19973
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C09691
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C09684
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C16829
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C09699
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C01841
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Humulenes,none,C19939
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C09625
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C19738
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C06394
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C19741
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C07667
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C19753
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Cadinanes,none,C19754
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09289
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09484
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09344
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09383
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09384
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09404
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09414
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09663
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09664
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C17124
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09651
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C19893
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09450
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09454
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09470
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09675
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C20174
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09676
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C20161
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09488
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09498
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09544
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C02206
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09545
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C02771
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Eudesmanes,none,C09600
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09286
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09287
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09288
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09296
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09298
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09301
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09302
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09303
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09354
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09358
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09359
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09385
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09387
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09392
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09394
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09396
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09406
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09416
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09417
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09425
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09434
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09435
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09443
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09447
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09448
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09449
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09453
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09455
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09456
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09468
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09469
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09472
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09476
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09486
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09489
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09490
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09507
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09530
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09532
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09534
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09547
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09551
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09561
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09562
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09563
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09578
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09579
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09587
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09601
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09602
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09603
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09605
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Guaianolide,none,C09606
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09291
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09292
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09293
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09299
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09300
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09346
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09363
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09373
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09378
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09381
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09386
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09451
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09452
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09473
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09480
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09481
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09482
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09483
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09485
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09487
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09494
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09496
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09503
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09504
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09510
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09514
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09515
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09516
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09523
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09525
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09531
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09539
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09552
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09557
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09559
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09560
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Pseudoguaianolide,none,C09574
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Tutinolide,none,C09379
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Tutinolide,none,C09570
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09059
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09294
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09295
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09538
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09345
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C20181
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09350
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C19740
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09628
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09632
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09633
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09635
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09637
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09638
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09374
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09376
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09639
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09645
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09647
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09648
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09649
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C20179
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09652
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09653
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09658
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09673
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C19734
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09677
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09678
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09679
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09680
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09681
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09682
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09686
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09685
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09399
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C19743
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C19744
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09408
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09409
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09690
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C11350
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09695
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09697
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09698
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09700
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09508
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09509
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09499
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09502
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09706
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09707
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09708
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09709
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09528
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09529
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09710
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C19756
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09714
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09715
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09717
Phytochemical_compounds,Terpenoids,Sesquiterpenoids (C15),Others,none,C09719
